coffee_id,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner,Variety,Status,Processing Method
822,"Tanzania, United Republic Of",mcomafa farm no1155gr,,mcomafa,C13,mcomafa co. ltd,1877,mbeya,Mcomafa,114,60 kg,Africa Fine Coffee Association,2014,January 6 2015,mcomafa co ltd,Other,,Washed / Wet
823,Nicaragua,,,,17/176/0125B,volcafe specialty coffee,,,,275,5 lbs,Specialty Coffee Association,2013,July 29 2014,chris finch,,,Washed / Wet
824,Zambia,mubuyu munali,,,-,lusso coffee lab,1250,mubuyu estate,,13,2 kg,Specialty Coffee Association,2014,June 20 2014,lusso lab,SL28,,Washed / Wet
825,Honduras,,,,13-137-004,thrive farmers,,,,1,2 kg,Specialty Coffee Association,2012,January 17 2014,rob tuttle,,,Washed / Wet
826,Taiwan,dragon coffee 龍咖啡,,dragon coffee 龍咖啡,,blossom valley宸嶧國際,1000,taichung xinshe 台中市新社區,Chen gui jiao 陳桂嬌,35,30 kg,Blossom Valley International,2012,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Other
827,Mexico,various,,productores de cafes especiales sc,2406,"finca triunfo verde, s.c.",1300,chiapas,VARIOS PRODUCTORES,450,1 kg,AMECAFE,2013,March 29 2013,calixto guillen vazquez,Bourbon,,Washed / Wet
828,Mexico,platanal,,en el plan de guadalupe,1700920709,,981,"chapulhuacan, hidalgo","PONCE RUBIO, VENANCIO",10,1 kg,AMECAFE,2012,September 27 2012,saul m. hernandez ramirez,Typica,,Semi-washed / Semi-pulped
829,Mexico,texpanco,,"en chiatipan, municipio de huazalingo",1702772190,,690,"huazalingo, hidalgo","FRANCISCO SAENZ, FERNANDO",10,1 kg,AMECAFE,2012,September 27 2012,saul m. hernandez ramirez,Mundo Novo,,Washed / Wet
830,Mexico,la laja,,la laja pinillos veracruz,1104402366,,1650,veracruz,JUAN HERMILIO SAMPIERI CARCAMO,30,1 kg,AMECAFE,2012,July 11 2012,juan hermilio sampieri carcamo,Other,,Washed / Wet
831,Mexico,mata larga,,finca mata larga,0,,1000,fortín de las flores,MODESTO LANDEROS FLORES,62,1 kg,AMECAFE,2012,July 11 2012,modesto landeros flores,Bourbon,,Washed / Wet
832,Brazil,sitío corrego da olaria/são caetano,,,002/1241/0244,nucoffee,1100,grama valley,Fioravante Malagutti,8,60 kg,NUCOFFEE,2012,February 29 2012,nucoffee,Mundo Novo,,Natural / Dry
833,Colombia,,,trilladora bonanza - armenia quindio,3-068-141,,1600,cundinamarca,Exportadora de Café Cóndor S.A,250,70 kg,Almacafé,4T/2010,February 1 2011,exportadora de cafe condor s.a,,,
834,Guatemala,la esmeralda,11/23/0634,beneficio ixchel,11/23/0634,"unex guatemala, s.a.",518,oriente,JESUS RAMIREZ,25,69 kg,Asociacion Nacional Del Café,2017,August 22 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
835,Costa Rica,estate la patricia,LP-C211-182,micro beneficio la cabaña-javier meza,,bold coast coffee,1900,tarrazu,Manuel Montero,15,46 kg,Specialty Coffee Association,2016,February 13 2017,troy quimby,Catuai,,Pulped natural / honey
836,Brazil,helena,2017/001,copag,02/0143-0/0292,volcafe ltda.,973,monte carmelo,Helena Pingnatti Ricci,200,59 kg,Brazil Specialty Coffee Association,2016,January 20 2017,gabriel barbara,Mundo Novo,,Natural / Dry
837,Indonesia,mudar,BALI INTEN DEWATA,pt. olam indonesia,015/1969/008,pt. olam indonesia,1250,bali,MUDAR,166,30 kg,Specialty Coffee Association,2015,January 19 2017,aulia arif syahri,Other,,Other
838,Guatemala,chapultepec,11/23/0507,beneficio ixchel,11/23/0507,"unex guatemala, s.a.",1000,norte,CHAPULTEPEC,130,69 kg,Asociacion Nacional Del Café,2015,August 2 2016,juan luis alvarado romero,Bourbon,,Washed / Wet
839,Brazil,rio verde,,ipanema comercial e exportadora sa,002/4177/0150,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,October 8 2015,ipanema coffees,Yellow Bourbon,,Natural / Dry
840,Brazil,rio verde,,ipanema comercial e exportadora sa,002/4177/0164,ipanema coffees,1,south of minas,Ipanema Agrícola SA,300,2 kg,Brazil Specialty Coffee Association,2015/2016,October 8 2015,ipanema coffees,Yellow Bourbon,,Natural / Dry
841,Myanmar,wat-ka-bu,,,unspecified,,1219,ywar ngan,U Mg Mg,1,2 kg,Coffee Quality Institute,2015,July 17 2015,u mg mg,Catuai,,Washed / Wet
842,Mexico,rancho bonito,,rancho bonito,,agroindustrias unidas de mexico sa de cv,1425,chiapas,MARTINIANO A. MORENO ALVARADO,250,2 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015,June 25 2015,viridiana,Catuai,,Washed / Wet
843,Honduras,cerro bueno,,cadexsa,13-63-301,cadexsa,1400,marcala,JOSE OMAR ACOSTA,275,1 kg,Instituto Hondureño del Café,2015,May 12 2015,cadexsa,Catuai,,Washed / Wet
844,Costa Rica,el patalillo,,el patalillo,5-019-0118,"cafetalera internacional cafinter, s.a.",1300,tres rios,JOSE FRANCISCO GONZALEZ,275,18975 kg,Specialty Coffee Association of Costa Rica,2015,May 7 2015,"cafetalera internacional cafinter, s.a.",Caturra,,Washed / Wet
845,Taiwan,gao chun fang 高醇坊,,gao chun fang 高醇坊,Taiwan,taiwan coffee laboratory,700,"dongshan dist., tainan city 臺南市東山區",LIN SIN JI 林信吉,8,5 kg,Specialty Coffee Association,2014,April 30 2015,"lin, che-hao krude 林哲豪",Typica,,Washed / Wet
846,Indonesia,dozen small farmer,,,15041753,essence coffee,1300,lington nihuta,,300,10 kg,Blossom Valley International,2014,March 21 2015,essencecoffee,Typica,,Other
847,Malawi,kakoma,,mzuzu coffee coop union,2,mzuzu coffee planters coop union,1556,kakoma,Mzuzu Coffee Coop Union,24,60 kg,Africa Fine Coffee Association,2014,October 31 2014,afca,Gesha,,Washed / Wet
848,Brazil,rio verde,,ipanema coffees,002/1660/0065,ipanema coffees,1100,south of minas,Ipanema Agrícola SA,320,2 kg,Specialty Coffee Association,2014/2015,October 15 2014,ipanema coffees,Bourbon,,Natural / Dry
849,Honduras,gran manzana y el aguacate,,cigrah sps,13-111-311,cigrah,1350,comayagua,"Tomás Sosa, Juan Damaso",275,1 kg,Instituto Hondureño del Café,2014,May 16 2014,,Caturra,,Natural / Dry
850,Mexico,various,,cafe gourmet de sierra azul sc,0016-2814-0002,globus coffee,1550,"siltepec el triunfo, chiapas, mexico",various small producers,280,2 kg,Specialty Coffee Association,2014,April 26 2014,kurt kappeli,Typica,,Washed / Wet
851,Colombia,,,,3-37-2547,racafe & cia s.c.a,1775,huila,LA PLATA,50,70 kg,Almacafé,2013,July 19 2013,racafe & cia s.c.a,Caturra,,Washed / Wet
852,United States (Hawaii),,,,KF315210,kona pacific farmers cooperative,,kona,,19,100 lbs,Specialty Coffee Association,2012,March 6 2013,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry
853,Brazil,sertao farm,,armazens gerais cocarive,002/1352/0159,exportadora de cafés carmo de minas ltda,1250,sul de minas,NAZARETH DIAS PEREIRA,300,60 kg,Specialty Coffee Association,2012,March 2 2013,jacques pereira carneiro,Bourbon,,Semi-washed / Semi-pulped
854,Guatemala,el sacramento,,beneficio ixchel,11/23/0397,"unex guatemala, s.a.",1311,oriente,LUIS RODRIGUEZ,250,69 kg,Asociacion Nacional Del Café,2013,February 26 2013,juan luis alvarado romero,Bourbon,,Washed / Wet
855,Mexico,finca muxbal,,ecc beneficio veracruz,1506543018,,1500,veracruz,MARIA MAGDALENA LUETHJE Y GRIS,302,1 kg,AMECAFE,2012,August 31 2012,christina dusing,Bourbon,,Washed / Wet
856,Mexico,el deseo,,beneficio el grande,1104363377,,1250,coatepec,JORGE FRANCISCO MARTINEZ HACHITY,15,1 kg,AMECAFE,2012,July 11 2012,jorge francisco martinez hachity,Typica,,Semi-washed / Semi-pulped
857,Brazil,cianorte,,,002/1251/0361,,925,cerrado,Marilsa de Fatima Peternela,58,60 kg,NUCOFFEE,2011,October 28 2011,nucoffee,Mundo Novo,,
858,Colombia,,,triladora bonanza-armenia,3-68-0206,,1700,huila,,250,70 kg,Almacafé,1t/2011,June 14 2011,exportadora de cafe condor s.a,,,
859,United States (Hawaii),kona pacific farmers cooperative,,kona pacific farmers cooperative,HDOA 210281,,,kona,,30,0 lbs,Specialty Coffee Association,,May 24 2010,kona pacific farmers cooperative,,,
860,Guatemala,las merceditas,11/23/0514,beneficio ixchel,11/23/0514,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,50,69 kg,Asociacion Nacional Del Café,2017,June 22 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
861,Vietnam,apollo estate,,apollo estate,,"sunvirtue co., ltd.",1040,vietnam,Richard Yeh,1,2 kg,Specialty Coffee Association,2014,December 21 2015,"sunvirtue co., ltd.",Caturra,,Washed / Wet
862,"Tanzania, United Republic Of",ngorogoro convenant estate,,ngorogoro convenant estate,C15,ngorogoro convenant estate,1600,ngorogoro,Ngorogoro Convenant Estate,1,60 kg,Africa Fine Coffee Association,2014,January 8 2015,ngorogoro convenant estate,Other,,Washed / Wet
863,Brazil,,,,2-1495-529,cafe politico,,,,1,5 lbs,Specialty Coffee Association,2013,August 25 2014,cafe politico,,,Natural / Dry
864,Mexico,los magueyes,,en santa maria temaxcalapa,1702772155,,774,"tenango de doria, hidalgo","PEREZ LEMUS, FELIX",10,1 kg,AMECAFE,2012,September 27 2012,saul m. hernandez ramirez,Bourbon,,Washed / Wet
865,Mexico,finca tepictla,,tepictla y xalapa veracruz,1104372561,,1250,tepictla,SERGIO LANDA ALARCON,100,1 kg,AMECAFE,2012,September 10 2012,sergio landa alarcon,Mundo Novo,,Washed / Wet
866,Mexico,"arroyo triste, arroyo triste, san jose vista hermosa",,"arroyo triste, arroyo triste, san jose vista hermosa","2037240, 2037150,1400213685",,1100,oaxaca,"CENEN TORRES CORTES, AVELINO TORES CORTES, JUAN VENTURA GUZMAN",42,1 kg,AMECAFE,2012,September 4 2012,diego manuel woolrich ramirez,Typica,,Washed / Wet
867,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,AMECAFE,2012,August 30 2012,armando luis pohlenz martinez,Caturra,,Washed / Wet
868,Mexico,santa cruz - pante doña graciela,,,PCO-031106-CF7,finca las nubes,1650,la concordia,GRACIELA AGUILAR PERALTA,28,1 kg,AMECAFE,2012,June 6 2012,enrique eduardo lopez aguilar,Typica,,Washed / Wet
869,Colombia,,,trilladora bonanza - armenia quindioa,3-68-0059,exportadora de cafe condor s.a,1750,huila,,250,70 kg,Almacafé,2011,December 22 2011,exportadora de cafe condor s.a,Caturra,,Washed / Wet
870,Colombia,,,,3-37-2930,,1775,huila,La Plata,275,70 kg,Almacafé,Mayo a Julio,October 4 2011,racafe & cia s.c.a,,,
871,Brazil,fazenda capoeirnha,019/17,dry mill,002/1660/0079,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60 kg,Brazil Specialty Coffee Association,2017 / 2018,October 20 2017,ipanema coffees,Bourbon,,Natural / Dry
872,Guatemala,las merceditas,11/23/0640,beneficio ixchel,11/23/0640,"unex guatemala, s.a.",1700,san marcos,ANGEL DE LEON,50,69 kg,Asociacion Nacional Del Café,2017,August 22 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
873,Guatemala,la esmeralda,11/23/0701,beneficio ixchel,11/23/0701,"unex guatemala, s.a.",1219,santa rosa,JESUS RAMIREZ,80,69 kg,Asociacion Nacional Del Café,2017,June 5 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
874,Honduras,bethel,340,dry mill,13-63-174,cadexsa,1450,marcala,JOSE OMAR ACOSTA,275,69 kg,Instituto Hondureño del Café,2016,May 2 2016,cadexsa,Catuai,,Washed / Wet
875,"Tanzania, United Republic Of",ngima,4783,dae ltd,033/0004/0191,volcafe/taylorwinch tanzania ltd,1800,mbinga,Ngima Amcos,320,60 kg,Tanzanian Coffee Board,2016,April 27 2016,taylor winch (coffee) ltd.,,,
876,Nicaragua,santa matilde,345725 / K1620088,dry mill,017/001/534,"comercial internacional exportadora, s.a.",,jinotega,Rolando Lacayo Cardenal,275,69 kg,Instituto Hondureño del Café,,March 11 2016,"comercial internacional exportadora, s.a.",,,
877,Colombia,,3-37-1367,bachue,Mar-37,racafe & cia s.c.a,,la plata,,165,70 kg,Almacafé,2016,January 21 2016,racafe & cia s.c.a,,,
878,Brazil,rio verde,,ipanema comercial e exportadora sa,002/4177/0150,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,October 8 2015,ipanema coffees,Yellow Bourbon,,Natural / Dry
879,"Tanzania, United Republic Of",multiple,,dae ltd,C001,dae ltd company,1500,mbinga,DAE Ltd,20,60 kg,Africa Fine Coffee Association,2014,January 2 2015,dae ltd company,Other,,Washed / Wet
880,"Tanzania, United Republic Of",ilomba 1,,tembo coffee company ltd,C39,tembo coffee company ltd,1700,"ilomba vilage, mbozi",Tembo Coffee Company Ltd,10,60 kg,Africa Fine Coffee Association,2013,December 15 2014,tembo coffee company ltd,Other,,Washed / Wet
881,Brazil,rio verde,,ipanema coffees,002/4177/0161,ipanema coffees,1260,south of minas,Ipanema Agrícola SA,300,2 kg,Specialty Coffee Association,2014/2015,October 16 2014,ipanema coffees,Bourbon,,Washed / Wet
882,Indonesia,,,,15/1595/0021,volcafe specialty coffee,,bener meriah,,320,4 kg,Specialty Coffee Association,2013,May 23 2014,chris finch,Sumatra,,Semi-washed / Semi-pulped
883,Honduras,gran manzana y el aguacate,,cigrah sps,13-111-192,cigrah,1400,comayagua,"Tomás Sosa, Juan Damaso",275,1 kg,Instituto Hondureño del Café,2014,May 16 2014,,Caturra,,Natural / Dry
884,Costa Rica,gamboa,,beneficio montañas del diamante,5-025-0135,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,275,69 kg,Specialty Coffee Association of Costa Rica,2013,April 26 2014,"ceca, s.a.",Caturra,,Washed / Wet
885,Mexico,,,,016-2022-0009,sustainable harvest,,veracruz,Huatusco,320,5 lbs,Specialty Coffee Association,2014,April 2 2014,dane loraas,,,Washed / Wet
886,Taiwan,mu he zi coffee 木盒子咖啡園,,mu he zi coffee 木盒子咖啡園,,blossom valley宸嶧國際,150,changhua baguashan 彰化市八卦山,Zhang ming fu 張明福,10,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Semi-washed / Semi-pulped
887,Taiwan,guo xin ka fei 國昕咖啡,,guo xin ka fei 國昕咖啡,,blossom valley宸嶧國際,750,nantou,Wu cai jin 吳蔡錦,10,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet
888,Mexico,union ramal santa cruz,,union ramal santa cruz,2496,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,310,1 kg,AMECAFE,2013,March 29 2013,fredy gordillo reyes,Typica,,Washed / Wet
889,Guatemala,finca el morito,,beneficio el morito,11/9768/01,finca el morito,1753,jalapa,"CAFE MOLINO MONTERROSO P,J. ROBERTO",275,69 kg,Asociacion Nacional Del Café,2012,October 5 2012,juan luis alvarado romero,Bourbon,,Washed / Wet
890,Mexico,finca cafetalera la suiza,,"municipio monte cristo de guerrero, chiapasmunicipio monte cristo de guerrero",0,"productora agricola y ganadera finca la suiza, s.p.r. de r.l. de c.v.",1650,tuxtla gutierrez,PRODUCTORA AGRICOLA Y GANADERA FINCA LA SUIZA,100,1 kg,AMECAFE,2012,September 11 2012,virginia gordillo gordillo,Typica,,Washed / Wet
891,Mexico,,,"yajalon, chiapas",0,,1400,yajalon,MAYA BINIK,15,1 kg,AMECAFE,2012,August 30 2012,jose luis munoz guerrero,Bourbon,,Washed / Wet
892,Mexico,ucipa santa catarina,,ecc beneficio veracruz,1506803385,,1200,veracruz,CESAR SANTIZ LOPEZ,275,1 kg,AMECAFE,2012,July 27 2012,christina dusing,Bourbon,,Washed / Wet
893,Mexico,finca nueva linda,,"la concordia, chiapas",2222,ecomtrading,1400,"la concordia, chiapas",OCTAVIO MOGUEL FARRERA,250,1 kg,AMECAFE,2012,April 2 2012,alfredo bojalil,Bourbon,,Washed / Wet
894,Mexico,sacún palma,,sacún palma,1,"estrategias constructivas corzu, s.a. de c.v.",940,"sacún palma, municipio de chilón, chiapas",ARMANDO GUTIEREZ GUZMÁN,12,1 kg,AMECAFE,2012,February 29 2012,miguel cortes moreno,Caturra,,Semi-washed / Semi-pulped
895,United States (Hawaii),,,,2200305,cqi,,kona,,13,100 lbs,Specialty Coffee Association,2012,February 8 2012,kona pacific farmers cooperative,Hawaiian Kona,,Washed / Wet
896,Honduras,various,174.18,cafico,,molinos de honduras,1200,western region,Cafes Finos de Corquin,275,69 kg,Instituto Hondureño del Café,2018,January 19 2018,mdh,Catimor,,Washed / Wet
897,Guatemala,la esperanza,11/23/0368,beneficio ixchel,11/23/0368,"unex guatemala, s.a.",,huehuetenango,"AGRICOLA EL PILAR, SA.",25,69 kg,Asociacion Nacional Del Café,2017,June 1 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
898,Taiwan,baishengcun coffee 百勝村咖啡莊園,2016 Washed,baishengcun coffee 百勝村咖啡莊園,Taiwan,taiwan coffee laboratory,800,natou county,蘇晉寬 Su Jin Kuan,20,50 kg,Specialty Coffee Association,2016,July 15 2016,"lin, che-hao krude 林哲豪",Typica,,Washed / Wet
899,Costa Rica,cafetalera aquiares,,cafetalera aquiares,5-025-024/25,"ceca,s.a.",1.3,turrialba,Cafetalera Aquiares,250,69 kg,Specialty Coffee Association of Costa Rica,2015,February 3 2015,"ceca, s.a.",Caturra,,Washed / Wet
900,"Tanzania, United Republic Of",acacia hills,,acacia hills ltd,C30,acacia hills ltd,1800,"oldeani , mongola",Acacia Hills Ltd,100,60 kg,Africa Fine Coffee Association,2014,December 18 2014,acacia hills ltd,Other,,Washed / Wet
901,Malawi,kavuzi,,mzuzu coffee coop union,C13,mzuzu coffee planters coop union,1100,mzuzu,Mzuzu Coffee Coop Union,10,60 kg,Africa Fine Coffee Association,2014,October 31 2014,afca,Gesha,,Washed / Wet
902,Taiwan,jacob's estate 雅谷咖啡,,jacob's estate 雅谷咖啡,Taiwan,"red on tree co., ltd.",850,natou county,CHIU WEI LUN 邱偉倫,50,20 kg,Specialty Coffee Association,2014,August 25 2014,"lin, che-hao krude 林哲豪",Typica,,Semi-washed / Semi-pulped
903,Brazil,rio verde,,ipanema coffees,002/1660/0058,ipanema coffees,1260,south of minas,Ipanema Coffees,300,60 kg,NUCOFFEE,2013/2014,November 6 2013,ipanema coffees,Yellow Bourbon,,Washed / Wet
904,Guatemala,el morito,,beneficio ixchel,11/23/1014,"unex guatemala, s.a.",1311,oriente,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2013,July 16 2013,juan luis alvarado romero,Bourbon,,Washed / Wet
905,Mexico,union ramal santa cruz,,union ramal santa cruz,2496,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,310,1 kg,AMECAFE,2013,March 29 2013,fredy gordillo reyes,Typica,,Washed / Wet
906,Mexico,las nubes - pante don jaime,,,PCO-031106-CF7,finca santa cruz,1600,la concordia,LUIS ANTONIO LOPEZ AGUILAR,28,1 kg,AMECAFE,2012,June 6 2012,enrique eduardo lopez aguilar,Marigojipe,,Natural / Dry
907,Mexico,santa cruz - pante don jaime,,,PCO-031106-CF7,finca santa cruz,1650,la concordia,ENRIQUE EDUARDO LOPEZ AGUILAR,28,1 kg,AMECAFE,2012,June 6 2012,enrique eduardo lopez aguilar,Typica,,Natural / Dry
908,Thailand,"doi chaang coffee original co.,ltd",,peaberry,Thailand/Organic/FT/Peaberry/Crop 2011P,,1500,"doi chaang village, chiang rai, thialand",Doi Chaang Community Enterprise Piko,12,50 kg,Specialty Coffee Association,2011,November 16 2011,doi chaang coffee company,,,
909,Thailand,doi tung development project,,,,,,,,1,60 kg,Specialty Coffee Association,2011,August 16 2011,doi tung development project,,,
910,Costa Rica,,,,,,1600,tarrazu,CoopeTarrazu,1,60 kg,Specialty Coffee Association,,June 14 2011,benjamin schmerler,,,
911,Guatemala,las delicias,11/23/0688,beneficio ixchel,11/23/0688,"unex guatemala, s.a.",1219,santa rosa,OTTO BECKER,50,69 kg,Asociacion Nacional Del Café,2017,August 23 2017,juan luis alvarado romero,Bourbon,,Washed / Wet
912,Nicaragua,finca las marías,017-053-0211 / 017-053-0212,beneficio atlantic condega,017-053-0211 / 017-053-0212,exportadora atlantic s.a,1100,jalapa,Teófilo Narváez :,550,69 kg,Instituto Hondureño del Café,2017,June 20 2017,"exportadora atlantic, s.a.",Caturra,,Other
913,Honduras,las cuchillas,98,cigrah,13-111-083,cigrah,1400,comayagua,NAHUN MALDONADO,275,69 kg,Instituto Hondureño del Café,2017,June 3 2017,elsy reyes,Caturra,,Washed / Wet
914,Guatemala,las delicias,11/23/0367,beneficio ixchel,11/23/0367,"unex guatemala, s.a.",,santa rosa,AGRICOLA MONTE VERDE,50,69 kg,Asociacion Nacional Del Café,2017,June 1 2017,juan luis alvarado romero,Bourbon,,
915,Taiwan,谷泉咖啡莊園,,寶島咖啡,123,宸嶧國際,180,古坑鄉荷包村尖山坑60號,劉易騰,123,2 kg,Blossom Valley International,2015,September 17 2015,cqi taiwan icp cqi台灣合作夥伴,Typica,,Natural / Dry
916,Myanmar,mixed,,genius coffee estate,unspecified,"aung nay lin htun co., ltd",1219,ywar ngan township,Genius Coffee Estate,1,1 kg,Coffee Quality Institute,2015,July 17 2015,genius coffee,Catuai,,Washed / Wet
917,Costa Rica,several,,several,5-545-0006,santa laura exportadora de cafe s.l.e.c. s.a.,1200,occidental,Beneficio la Eva S.A.,250,1 kg,Specialty Coffee Association of Costa Rica,2014,January 7 2015,santa laura exportadora de cafe s.l.e.c. s.a.,Caturra,,Washed / Wet
918,Malawi,chinongo,,mzuzu coffee coop union,C18,mzuzu coffee planters coop union,1599,mzuzu,Mzuzu Coffee Coop Union        ,15,60 kg,Africa Fine Coffee Association,2014,November 4 2014,afca,Gesha,,Washed / Wet
919,Guatemala,various,,las americas,11/951/388,outspan guatemala s.a.,1219,oriente,VARIOS,250,69 kg,Asociacion Nacional Del Café,2014,September 23 2014,juan luis alvarado romero,Other,,Washed / Wet
920,Taiwan,good mood coffee 馨晴咖啡        ,,good mood coffee 馨晴咖啡        ,Taiwan,"red on tree co., ltd.",900,natou county,HUANG MEI TAO 黃美桃        ,50,20 kg,Specialty Coffee Association,2014,August 18 2014,"lin, che-hao krude 林哲豪",Typica,,Washed / Wet
921,Brazil,pereira estate coffee,,carapina armazens gerais,002/135-2/0276,exportadora de cafés carmo de minas ltda,1200,sul de minas,MARIA ROGERIA COSTA PEREIRA,300,60 kg,Specialty Coffee Association,2014,July 29 2014,jacques pereira carneiro,Yellow Bourbon,,Semi-washed / Semi-pulped
922,Haiti,mixed,,coopacvod,,haiti coffee,825,"dondon, haiti",Mixed,300,4 lbs,Specialty Coffee Association,2013,May 5 2014,myriam kaplan-pasternak,Blue Mountain,,Washed / Wet
923,Taiwan,xu yuan zhang 徐源漳,,xu yuan zhang 徐源漳,,blossom valley宸嶧國際,600,taichung xinshe 台中市新社區,Xu yuan zhang 徐源漳,5,30 kg,Blossom Valley International,2013/2014,December 26 2013,cqi taiwan icp cqi台灣合作夥伴,Typica,,Other
924,Mexico,nueva linda,,amsa tuxtla,2222,ecomtrading,1150,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,250,1 kg,AMECAFE,2013,March 11 2013,alfredo bojalil,Typica,,Washed / Wet
925,Mexico,productor independiente guadalupe victoria,,amsa tuxtla,1506811628,ecomtrading,1600,amatenango de la frontera,JORGE HERNANDEZ MONTEJO,250,1 kg,AMECAFE,2012,August 30 2012,alfredo bojalil,Typica,,Washed / Wet
926,Mexico,santa maria temaxcalapa,,santa maria temaxcalapa,0,,1100,temaxcalapa,ZENOBIO MARTINEZ CANO,30,1 kg,AMECAFE,2012,August 29 2012,jose luis munoz guerrero,Catuai,,Washed / Wet
927,Mexico,canoa manzanillo,,canoa manzanillo,0,,1000,manzanillo,MANUEL DUARTE MUNGUIA,20,1 kg,AMECAFE,2012,August 1 2012,jose luis munoz guerrero,Typica,,Semi-washed / Semi-pulped
928,Mexico,hamburgo 7 arroyos,,finca hamburgo,1506546082,,1250,tapachula,TOMAS EDELMANN BLASS,50,80 kg,AMECAFE,2012,July 26 2012,tomas edelmann blass,Bourbon,,Washed / Wet
929,Mexico,el romance azul,,"el romnace azul, rio verde",1302919531,,1100,atoyac de alvarez,MARIA DE LA PAZ AGUILAR GUILLEN,15,1 kg,AMECAFE,2012,July 26 2012,maria de la paz aguilar guillen,Typica,,Natural / Dry
930,Indonesia,"ijen highland, east java",,pt. perkebunan nusantara xii,na,scai,1400,ijen,PT. Perkebunan Nusantara XII,10,60 kg,Specialty Coffee Association of Indonesia,2012,May 24 2012,specialty coffee association of indonesia,Other,,Washed / Wet
931,Brazil,sertao,,cocarive,002/1352/0099,exportadora de cafés carmo de minas ltda,1.25,sul de minas,Nazareth Dias Pereira,300,1 kg,NUCOFFEE,2012,April 12 2012,jacques pereira carneiro,Bourbon,,Semi-washed / Semi-pulped
932,Guatemala,chiquimulja / alpha cafe / senfro,,beneficio ixchel,11/23/0239,"unex guatemala, s.a.",,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,1 kg,Asociacion Nacional Del Café,2012,January 25 2012,juan luis alvarado romero,Bourbon,,Washed / Wet
933,Colombia,,,,3-37-2759,,1450,cauca,,250,70 kg,Almacafé,Abril - Julio,September 7 2011,racafe & cia s.c.a,,,
934,United States (Hawaii),,,,HDOA 210689,,,kona,,16,1,Specialty Coffee Association,,June 29 2010,kona pacific farmers cooperative,,,
935,Mexico,cafetal,016-1273-098,cafes tomari sa de cv,,cafes tomari sa de cv,1100,veracruz,Cafes tomari sa de cv,200,69 kg,Centro Agroecológico del Café A.C.,2017,May 12 2017,cafes tomari sa de cv,Mundo Novo,,Washed / Wet
936,Guatemala,nueva granada,11/326/14,beneficio nueva granada,11/326/14,"agricola nueva granada, s.a.",1372,san marcos,"AGRICOLA NUEVA GRANADA, S.A.",450,69 kg,Asociacion Nacional Del Café,2016,March 17 2016,juan luis alvarado romero,Catuai,,Washed / Wet
937,Brazil,fazenda rio brilhante,,17/18,002/1495/0134,cafebras comercio de cafés do brasil sa,1100,cerrado,INACIO URBAN,300,60 kg,Brazil Specialty Coffee Association,2015/2016,December 3 2015,cafebras,Catuai,,Natural / Dry
938,Honduras,cerro bueno,,cadexsa,13-63-204,cadexsa,1400,marcala,Jose Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,May 12 2015,cadexsa,Catuai,,Washed / Wet
939,Taiwan,山彎有機咖啡農場,,三彎農會,Taiwan台灣,宸嶧國際,110,苗栗三灣,謝文品,10,60 kg,Blossom Valley International,2014,November 23 2014,cqi taiwan icp cqi台灣合作夥伴,Typica,,Washed / Wet
940,Malawi,chimpumba,,mzuzu coffee coop union,C15,mzuzu coffee planters coop union,1422,mzuzu,Mzuzu Coffee Coop Union,12,60 kg,Africa Fine Coffee Association,2014,November 4 2014,afca,Gesha,,Washed / Wet
